Bedrooms,Area_sqft,Bathrooms,Location,Parking_spaces,House_age,Price
6.0,707.2553038548036,2.0,Rural,0.0,68.0,101118.32751576068
6.0,3800.690359214468,4.0,Suburban,2.0,10.0,846546.8077636701
4.0,2843.4566382539574,1.0,Urban,1.0,62.0,608410.2993066254
2.0,2889.8840519835926,1.0,Rural,1.0,76.0,367935.9033222443
5.0,4109.587511574144,2.0,Urban,1.0,32.0,1022110.0791295212
3.0,1416.102698958622,3.0,Suburban,3.0,44.0,454480.02609608613
4.0,1469.8844095609934,3.0,Suburban,0.0,70.0,402926.4010403278
6.0,3893.4845614227384,3.0,Urban,3.0,45.0,1069662.9895987974
4.0,1303.0068435249746,5.0,Urban,3.0,84.0,474080.37355151086
1.0,4308.103814085722,4.0,Rural,1.0,49.0,557677.2014836272
6.0,3787.233624314556,2.0,Rural,1.0,60.0,542169.6270019262
6.0,4213.094881679167,1.0,Suburban,0.0,51.0,853939.1562303458
2.0,3380.892402018307,4.0,Urban,2.0,46.0,808872.5236568473
1.0,,2.0,Urban,2.0,54.0,724244.3004544056
6.0,2331.3735933541875,5.0,Rural,0.0,27.0,406158.32422260573
6.0,4716.909628064576,4.0,Urban,0.0,55.0,1179315.6591548962
,3211.489237292892,4.0,Urban,3.0,31.0,868854.7517817506
3.0,4909.021060345349,5.0,Rural,1.0,20.0,756539.2824971133
5.0,4687.730621809416,1.0,Rural,0.0,89.0,639387.0817456252
,2666.972031241344,2.0,Rural,0.0,,351175.6894620897
5.0,7319.690027727971,2.0,Urban,3.0,3.0,1415003.9625781965
3.0,1340.2548309786866,5.0,Urban,1.0,12.0,462277.0067400849
1.0,2984.3121409402,1.0,Urban,2.0,92.0,663345.8271403234
2.0,1232.667723545887,4.0,Rural,2.0,37.0,170881.74959686096
3.0,3958.337140357061,3.0,Rural,,76.0,471872.7001860122
1.0,589.0804625626447,1.0,Urban,0.0,,50000.0
1.0,2253.917243419214,2.0,Suburban,1.0,3.0,471663.6120187734
1.0,3690.5617592916433,3.0,Suburban,1.0,81.0,664492.1536243221
3.0,2961.3346311712467,3.0,Urban,2.0,87.0,646786.3352170411
6.0,2929.576277759956,5.0,Rural,0.0,29.0,454475.2104299746
5.0,4851.737066417157,4.0,Suburban,3.0,31.0,981500.5380874136
6.0,2214.0928647994424,1.0,Urban,1.0,91.0,659451.8862081305
,2652.1694788785057,4.0,Urban,2.0,14.0,676344.8372406752
1.0,4471.067482052449,4.0,Rural,3.0,72.0,479744.4677264671
1.0,4835.060747691796,5.0,Suburban,2.0,76.0,962036.5198121014
4.0,1460.2700658906028,3.0,Urban,1.0,87.0,332337.22214452154
1.0,1472.2311425525925,4.0,Suburban,0.0,78.0,272800.8016957281
3.0,2838.669183025179,5.0,Suburban,1.0,63.0,632279.9034423856
3.0,4665.367985114011,1.0,Suburban,1.0,12.0,913852.8571023276
6.0,1243.5892269917144,2.0,Urban,3.0,51.0,415534.9863822527
3.0,3042.429609538641,1.0,Suburban,1.0,21.0,695005.1728042366
4.0,2337.37854241753,4.0,Rural,0.0,75.0,382200.3664244848
3.0,4977.4161619629185,3.0,Suburban,2.0,,1100602.081131823
6.0,3548.2429468342257,5.0,Rural,2.0,16.0,562045.3113688573
